Req,PO Number,Order Date,Status,Transmission Status,Unanswered Comments,Items,Total,Currency
21151,8300012942,02/07/20,Issued,Sent via cxml,false,"1 Bag of Écrou hexagonal RS PRO, M10, Acier Inoxydable A4 316,1 Bag of Rondelle plate, M10, Acier Inoxydable, 10.5mm x 30mm,2 Package of Tige filetée RS PRO Acier Inoxydable Brut, M10 x 1m",53.78,EUR
21040,8000012941,02/07/20,Issued,Transmission Failure,false,"8 Each of Balai coco, Fibre materiau: coco et bois, Coloris: Marron, Longueur: 32 cm, Largeur: 11 cm",18,EUR
21334,8000012940,02/07/20,Issued,Sent via Email,false,"1 Each of Wireless Mobile Mouse 4000 Souris sans,1 Each of FRAIS DE PORT",33,EUR
19834,8000012939,02/07/20,Issued,Sent via Email,false,"1 Each of 400013 formation ""STAUBLI"" des 17-19.02.2020 pour M Sylvain CONTER ",1730,EUR
19657,8000012938,02/07/20,Issued,Sent via Email,false,1 Each of 397699_PERROUD_Bilan de repositionnement et d'orientation professionnelle_BPI_01-04.2020,2900,EUR
21352,8000012937,02/07/20,Issued,Sent via Email,false,1 Each of evolutions paie de janvier,72590,EUR
12969,8300012936,02/07/20,Issued,Sent via Email,false,1 Each of JABRA EVOLVE 65 MS STEREO,100.44,EUR
21398,8000012935,02/07/20,Issued,Sent via Email,false,25 Kilogram of Achat de matière,152.5,EUR
19739,8000012934,02/07/20,Issued,Sent via cxml,false,1 Each of (ST)Cartouche de toner Lexmark 51B2000 - noire,78.17,EUR
20203,8000012933,02/07/20,Issued,Sent via Email,false,1 Each of Fourniture et main d'œuvre pour mise en place de plaques de sur makrolons alvéolaires sur la porte grillagée magasin maintenance ,475,EUR
21234,8000012932,02/07/20,Issued,Sent via Email,false,"2 Each of Equipements de Protections Individuelles,1 Each of Equipements de Protections Individuelles,1 Each of Equipements de Protections Individuelles",288.24,EUR
15061,8000012931,02/07/20,Issued,Sent via cxml,false,"1 Each of Embouts de pince circlip, Externe 3 → 10 mm, 8 → 12 mm, Droit,1 Each of Embouts de pince circlip, Externe 3 → 10 mm, 8 → 12 mm, 45°,1 Box of Foret 2.5mm RS PRO, court, centrage auto, HSS, long. 57 mm,4 Bag of Embout à sertir 0.5mm², Blanc, diamètre 1.3mm, série DZ5CA,1 Each of Clé Allen à tête sphérique en T Facom 4mm Métrique Tête sphérique, Torx, Bras Long,3 Each of Etui de rangement souple Technics, en Polyester, 3 Poches,3 Each of Etui de rangement souple Technics, en Polyester,3 Each of Jeu de clés Allen en L Facom 1.5 mm, 2 mm, 2.5 mm, 3 mm, 4 mm, 5 mm, 6 mm, 8 mm, 10 mm Métrique Tête sphérique 9 pièces,3 Each of Clé mixte de 5,5 mm Facom,3 Each of Clé mixte de 8 mm Facom,3 Each of Clé mixte de 10 mm Facom,3 Each of Clé mixte de 13 mm Facom,3 Each of Pince coupante Facom, , coupe à ras, 125mm, capacité de coupe 2mm,3 Each of Tournevis Facom, pour vis Fendu pour vis 2,5 mm type ISORYL, 50 mm,3 Each of Pinces coudées à bec long RS PRO, Longueur hors tout 200 mm, Longueur de mâchoire 67mm,3 Each of Tournevis Facom, Pointe , pour vis Fendu pour vis 0,8 x 4 mm type Protwist, 100 mm",349.21,EUR
20307,8000012930,02/07/20,Issued,Sent via Email,false,"5 Each of x5 Carnet de 50 Bons de livraison,2 Each of x500 Env blanc sans fenêtre 110x220 logo Schneider Life is On,2 Each of x250 Sac Kraft 229x324 avec fenêtre logo,2 Each of x500 Env blanc sans fenêtre162x229 Schneider Life is On",296.09,EUR
21631,8000012929,02/07/20,Issued,Sent via Email,false,1 Each of Traduction,374.77,EUR
19252,8000012928,02/07/20,Issued,Sent via Email,false,1 Each of FRET VITE - PRESTATIONS LOGISTIQUES - Janvier 2020,1792.6,EUR
18454,8000012927,02/07/20,Issued,Sent via Email,false,1 Each of Etiquettes Maintenances FSR AZURADHESIFS - Suivant devis N° Offre 304686,1788,EUR
21129,8000012926,02/07/20,Issued,Sent via Email,false,"1 Each of Pro-face - Genius - Responsable Digital Mkg - Frais Novembre 2019 ,1 Each of SDI FEE",138,EUR
21173,8000012925,02/07/20,Issued,Sent via cxml,false,1 Each of (ST)Tableau blanc émaillé Bi-Office Maya W - magnétique - 100 x 150 cm,100.55,EUR
15484,8000012924,02/07/20,Issued,Sent via Email,false,1 Each of Peugeot 5008 EAT8,25955.85,EUR
20770,8000012923,02/07/20,Issued,Sent via Email,false,"1 Each of CARROS - AGING COST NOV 2019,1 Each of CARROS - AGING COST JAN 2020",1289.02,USD
21050,8000012922,02/07/20,Issued,Sent via Email,false,3 Each of Lenovo ThinkPad Thunderbolt 3 Dock Gen2,811.65,EUR
20462,8000012921,02/07/20,Issued,Sent via Email,false,1 Each of HEC Energy Day +career fair ,300,EUR
20990,8000012920,02/07/20,Issued,Sent via Email,false,1 Each of Déploiement WPP EQI Prestations d'assistance au 5S des 8 zones E0R VAGUE 7 devis n.34636/J.M,10880,EUR
21000,8000012919,02/07/20,Issued,Sent via Email,false,1 Each of detection gaz,2361.6,EUR
21386,8000012918,02/07/20,Issued,Sent via Email,false,"1 Pair of PR CHAUSS JALAS E-SPORT NOIRE 1615, 45,1 Pair of PR CHAUSS JALAS E-SPORT NOIRE 1615, 45,1 Pair of PR CHAUSS SEC MERCURE S3 CI SRC, 43,1 Pair of PR CHAUSS SEC TINA S1 SRC, 39",228.5,EUR
21602,8000012917,02/07/20,Issued,Transmission Failure,false,5 Each of Fournitures Industrielles,100,EUR
21124,8200012916,02/07/20,Issued,Sent via Email,false,"1 Lump Sum of ExpertConnect Telephone Consultants - September 2019,1 Lump Sum of ExpertConnect - Telephone Consultant Fees - October 2019,1 Lump Sum of ExpertConnect Telephone Consultants - November 2019,1 Lump Sum of ExpertConnect Telephone Consultants - Pay As You Go 2020",20000,USD
20223,8000012915,02/07/20,Issued,Sent via cxml,false,"1 Each of (ST)Aimant puissant Maped - Ø 13 mm - transparent - coloris assortis - lot de 6,1 Each of (ST)Aimant Lyreco - rond - Ø 10 mm - coloris assortis - lot de 20,1 Each of (ST)Aimant Lyreco - rond - Ø 22 mm - coloris assortis - lot de 10,2 Each of (ST)Ruban magnétique Nobo - 5 mm x 1 m - coloris assortis - lot de 4",60.77,EUR
20728,8000012914,02/07/20,Issued,Sent via Email,false,1 Each of 269620_Excel Advanced Mme Ten M2i,380,EUR
15478,8000012913,02/07/20,Issued,Sent via Email,false,"1 Each of Web - Genius - Consultant SEM - Frais Novembre 2019,1 Each of SDI FEE",426.28,EUR
3641,8300012912,02/07/20,Issued,Sent via Email,false,1 Lump Sum of ServiceMax-Subscription Renewal-Year 2,2173701.62,EUR
18588,8000012911,02/07/20,Issued,Not Sent,false,2 Each of AOC 24P1 - ecran LED - 23.8 (23.8 visu,253.9,EUR
21015,8000012910,02/07/20,Issued,Sent via Email,false,1 Each of FOURNITURE DE 9 IMPRIMANTES N.MAZZONE Suivant votre devis N° JS1912181,15552,EUR
20965,8000012909,02/07/20,Issued,Sent via Email,false,1 Each of Peugeot 5008 EAT8,25955.85,EUR
21488,8000012908,02/07/20,Issued,Sent via Email,false,1 Each of Fournitures Industrielles,779.58,EUR
21492,8000012907,02/07/20,Issued,Sent via cxml,false,"4 Package of Raccord droit Legris LF3000, G 3/8 Laiton 60 bars,8 Package of Raccord droit Legris LF3000, G 1/8 Laiton 60 bars,4 Package of Raccord droit Legris LF3000, G 1/4 Laiton 60 bars,4 Package of Réduction Laiton Droit BSPT 3/8"" mâle x BSPT 3/8"" mâle,2 Package of Mamelon hexagonal BSPT 3/4"" mâle x BSPT 3/4"" mâle, Galvanisé,4 Package of Raccord droit Legris LF3000, G 1/4 Laiton 20 bars,4 Package of Raccord droit Legris LF3000, G 3/8 Laiton 20 bars,4 Package of Raccord droit Legris LF3000, G 1/2 Laiton 20 bars,3 Package of Manchon Laiton Droit BSPP 3/4"" femelle x BSPP 3/4"" femelle",325.5,EUR
20696,8000012906,02/07/20,Issued,Sent via Email,false,"1 Each of PALPEUR HERMA POUR COPILOTE REF MAGE39200,1 Each of SDI FEE",491.19,EUR
21509,8000012905,02/07/20,Issued,Sent via cxml,false,"2 Package of Adaptateur pneumatique traversée de cloison Droit, Connection A 12mm, B 12mm, série 3116",35.38,EUR
21502,8000012904,02/07/20,Issued,Sent via cxml,false,"3 Each of Courroie OPTIBELT, SK, SPA 1900 1855mm,1 Each of Tarauds M14, pas de 1.5mm, Fin métrique, HSS, Taraud machine,1 Each of Tarauds M14, pas de 1mm, Fin métrique, HSS, Taraud machine",87.75,EUR
21516,8000012903,02/07/20,Issued,Sent via Email,false,"15 Each of (Carros) - Pause matin 1B,2 Each of (Carros) - Pause matin 4,15 Each of (Carros) - EAU 0,5 l",86.26,EUR
21070,8000012902,02/07/20,Issued,Sent via Email,false,"1 Each of Forum Rhone Alpes -frais de repas,1 Each of SDI FEE",212,EUR
21056,8000012901,02/07/20,Issued,Sent via Email,false,1 Each of Batterie pour electrocardiographe du Sce Santé Evreux,225,EUR
20952,8300012900,02/07/20,Issued,Sent via Email,false,1 Each of Schneider ITB-ZY -  Annual Subscription Fees,630000,USD
20638,8300012899,02/07/20,Issued,Sent via Email,false,"3 Day of CO006-2019-SOW-CAP-2018-00595-OSY-bFO Mobile_Hypercare,10 Day of CO006-2019-SOW-CAP-2018-00595-OSY-bFO Mobile_Hypercare,20 Day of CO006-2019-SOW-CAP-2018-00595-OSY-bFO Mobile_Hypercare,148 Day of CO006-2019-SOW-CAP-2018-00595-OSY-bFO Mobile_Hypercare,231 Day of CO006-2019-SOW-CAP-2018-00595-OSY-bFO Mobile_Hypercare,1 Lump Sum of TE - CO006-2019-SOW-CAP-2018-00595-OSY-bFO Mobile_Hypercare",103019.4,EUR
20956,8300012898,02/07/20,Issued,Sent via Email,false,1 Each of : Schneider US Industry-ZY -  Annual Subscription Fees,144837,USD
20671,8000012897,02/07/20,Issued,Sent via Email,false,"2 Each of Client SEG 630,1 Each of Client SEG 1",1946.62,EUR
20190,8000012896,02/07/20,Issued,Sent via Email,false,"1 Each of Animation formation EMPT ""Exploitation maintenance poste HT/ BT"" du 03 au 05 février 2020 S006,1 Each of Frais de déplacement",2377.86,EUR
18812,8000012895,02/07/20,Issued,Sent via cxml,false,"1 Each of (ST)Intercalaire Exacompta pour boîte à fiches - 14,8 x 10,5 cm - 24 touches,1 Each of (ST)Boîte Rexel pour fiches 10,5 x 14,8 cm - grise",70.96,EUR
21478,8000012894,02/07/20,Issued,Sent via Email,false,"6 Each of TORPILLE PLAN TP0041 DEVIS MOLD MASTER 40673779,1 Each of FRAIS DE PORT,1 Each of SDI FEE",523.82,EUR
17533,8000012893,02/07/20,Issued,Sent via Email,false,1 Each of Client COR 1,570,EUR
21479,8000012892,02/07/20,Issued,Sent via Email,false,"12 Each of (Carros) - Pause matin 1B,12 Each of (Carros) - Pause après midi 1",97.68,EUR
21433,8000012891,02/07/20,Issued,Sent via Email,false,1 Each of JABRA EVOLVE 65 MS STEREO,100.44,EUR
21289,8000012890,02/07/20,Issued,Sent via Email,false,"10 Each of Ruban 100mx50mm ""installation sous tension - danger de mort""",77.8,EUR
21266,8000012889,02/07/20,Issued,Sent via cxml,false,"1 Each of Perceuse visseuse sans fil, 18V, 2Ah Li-Ion , Type G - Britannique 3 points",157.17,EUR
11130,8300012888,02/07/20,Issued,Sent via Email,false,15 Each of imager IR M80-044 + lentille 120deg,1050,EUR
21256,8000012887,02/07/20,Issued,Sent via Email,false,"1 Each of POLAIRE DARK GREY UNISEXE K911 LOGO, M",17.13,EUR
21238,8000012886,02/07/20,Issued,Transmission Failure,false,"1 Each of Baril grande ouverture scellable homologue UN-X, Capacite: 6 L, Usage alimentaire: oui, Coloris: Blanc,1 Each of Coffret L-BOXX, Charge maxi: 25 kg, Materiau: ABS, Poids: 1.9 kg, Modele: L-BOXX 136,1 Each of Coffret L-BOXX, Charge maxi: 25 kg, Materiau: ABS, Poids: 2.4 kg, Modele: L-BOXX 238",116.04,EUR
21215,8000012885,02/07/20,Issued,Sent via Email,false,"1 Each of Banderole installation sous tension danger de mort 1x0,20m,1 Each of JEU 8 CADENAS + 2 CLES N°………. SUR RATELIER,1 Each of Ensemble de  4 pinceaux diélectriques (3 ronds et un plat)livrés sous sachet.,1 Each of Perche 1,50m avec embout APV,1 Each of Détecteur blanc TAG220 - plage 10 à 36KV,1 Each of Détecteur tenion - rotation de phases - IP2X en sacoche,1 Each of HOUSSE de PROTECTION P/PERCHES et ANTENNES",688.24,EUR
21497,8000012884,02/07/20,Issued,Sent via Email,false,"4 Each of SE450 Series S24E450F ecran LCD 24, T,4 Each of CORDON HDMI Standard 2m 127761,4 Each of ANTIVOL a CLe DACOMEX 915000,4 Each of StarTech.com Support de bureau pour ecra",901.88,EUR
20576,8000012883,02/07/20,Issued,Sent via Email,false,"10 Each of TUBE CUIVRE REF 2001176 DEVIS REYNOLDS 20002419/GILLES LAFOSSE,5 Each of ELECTRODE REF 2001291 DEVIS REYNOLDS 20002419/GILLES LAFOSSE,5 Each of ELECTRODE REF 2001293  DEVIS REYNOLDS 20002419/GILLES LAFOSSE,6 Each of ELECTRODE REF 2001295  DEVIS REYNOLDS 20002419/GILLES LAFOSSE,6 Each of ELECTRODE REF 2001298  DEVIS REYNOLDS 20002419/GILLES LAFOSSE,8 Each of ELECTRODE REF 2001301  DEVIS REYNOLDS 20002419/GILLES LAFOSSE,2 Each of ELECTRODE REF 2002681  DEVIS REYNOLDS 20002419/GILLES LAFOSSE,3 Each of ELECTRODE REF 2002682 DEVIS REYNOLDS CUIVRE 20002419/GILLES LAFOSSE,2 Each of ELECTRODE REF 2002683 DEVIS REYNOLDS CUIVRE 20002419/GILLES LAFOSSE,2 Each of ELECTRODE REF 2002684 DEVIS REYNOLDS CUIVRE 20002419/GILLES LAFOSSE",1866.3,EUR
21535,8000012882,02/07/20,Issued,Sent via cxml,false,"1 Each of Ventilateur Mural, Fiche britannique, 3 vitesse(s)",56.89,EUR
21470,8000012881,02/07/20,Issued,Sent via Email,false,"20 Each of SURLUNETTE LEVANT LITE POLY INC,20 Each of LUNETTE ALIZE LITE",47.8,EUR
21549,8000012880,02/07/20,Issued,Sent via cxml,false,"3 Each of Boite de rangement, RS PRO",63.45,EUR
21008,8000012879,02/07/20,Issued,Sent via Email,false,"17 Each of (Grenoble) - Macaron,1 Each of (Grenoble) - The (thermos 7 tasses),2 Each of (Grenoble) - Cafe (thermos 7 tasses)",26.81,EUR
20564,8000012878,02/07/20,Issued,Sent via Email,false,1 Each of vérification périodique /requalification des GF,12037.32,EUR
14639,8300012877,02/07/20,Issued,Sent via Email,false,"1 Each of CO5-FUJ-2019-0377-Notes-related activities_extension to Q1202,1 Each of CO5-FUJ-2019-0377-Notes-related activities_extension to Q1202 - Feb,1 Each of CO5-FUJ-2019-0377-Notes-related activities_extension to Q1202 - Mar",15741,EUR
18556,8000012876,02/07/20,Issued,Sent via cxml,false,"1 Each of Câble cat 5e Avec connecteur, 2m, U/UTP,2 Each of Adaptateur, 5e UTP,1 Each of Adaptateur USB Version USB 2.0 A, USB 2.0 B, Femelle vers Femelle, 2 ports, Droit, Montage panneau,3 Each of Hub USB, HAMA, 12131, USB 2.0 4 Bus USB USB A",57.83,EUR
21029,8000012875,02/07/20,Issued,Sent via Email,false,"1 Each of PCM N° 23285059 DEVIS 2141390808,1 Each of PCC N°23285081 OFFRE 2141390808,1 Each of PORT",23026.29,EUR
21428,8000012874,02/07/20,Issued,Sent via Email,false,1 Each of Certification UL,13475,EUR
17744,8000012873,02/07/20,Issued,Sent via Email,false,"1 Each of Validation ETHERNET MAINTENANCE Janvier 2020,1 Each of Validation ETHERNET MAINTENANCE Fevrier 2020,1 Each of Validation ETHERNET MAINTENANCE Mars 2020",23424,EUR
20795,8000012872,02/07/20,Issued,Sent via Email,false,"1 Each of Validation HDCS 2020 Janvier ,1 Each of Validation HDCS 2020 Fevrier,1 Each of Validation HDCS 2020 Mars",45762,EUR
20769,8300012871,02/07/20,Issued,Sent via Email,false,"1 Each of Lenovo 65W Standard AC Adapter (USB Type,1 Each of FRAIS DE PORT",48,EUR
19962,8000012870,02/07/20,Issued,Sent via Email,false,"1 Each of Participation au financement de l'étude prospective ""Mobilités électriques 2025-2030"",1 Each of Frais de markup",4313.48,EUR
20370,8000012869,02/07/20,Issued,Sent via Email,false,1 Each of GIMELEC - Appel des cotisations 1er semestre 2020,454500,EUR
19879,8000012868,02/07/20,Issued,Sent via Email,false,"1 Pair of PR CHAUSS SEC NADIA S2 SRC, 38,1 Pair of PR CHAUSS SEC DENVER S1P SRC, 38",76.2,EUR
19852,8000012867,02/07/20,Issued,Sent via Email,false,1 Each of Equipement Chariot Doc 5529084659,2407.36,EUR
20911,8000012866,02/07/20,Issued,Sent via Email,false,"8 Package of Catheter 20G 32 mm Rose l'unité,4 Package of Catheter 18G 32 mm Vert l'unité,2 Each of Lunettes O2 Adulte,2 Each of Masques de soins 2 plis blancs  élast,2 Each of Masque oxygène adulte Moy concent,1 Each of Tensiomètre Electron OMRON M6 CONFORT,4 Each of Perfuseur av filtre site rob 3 voies",176.6,EUR
21430,8000012865,02/07/20,Issued,Sent via cxml,false,"3 Each of Tresse à dessouder, Loctite, 1.5m x 2.7mm, Sans nettoyant,1 Box of Vis à six pans creux, M8 x 100mm, en Acier,1 Each of Chiffons Wypall X70 Blanc, 500 par Rouleau pour Nettoyage moyen",125.43,EUR
20194,8000012864,02/07/20,Issued,Sent via Email,false,"2 Each of iiyama ProLite X2474HV-B1 - ecran LED -,1 Each of BenQ GC2870H - ecran LED - 28 - 1920 x",314.33,EUR
21407,8000012863,02/07/20,Issued,Sent via Email,false,"1 Each of Lenovo 65W Standard AC Adapter (USB Type,1 Each of Z5000 Souris sans fil - Bluetooth, dro,1 Each of PORT SYDNEY TL - Sacoche pour ordinateur",88.37,EUR
21034,8000012862,02/07/20,Issued,Sent via Email,false,1 Each of Capteurs DWAS pour eco energie selon offre 29001245,304.5,EUR
20371,8000012861,02/07/20,Issued,Sent via cxml,false,"6 Each of (ST)Ruban double face mousse de fixation forte Tesa Powerbond - 19 mm x 1,5 m,3 Each of (ST)Etiquette enlevable Avery - L4737REV-25 - 63,5 x 29,6 mm - blanche - par 675,5 Each of (ST)Mouchoir en papier Lyreco - boîte distributrice rectangulaire de 100 mouchoirs,4 Each of (ST)Colle Uhu stic - bâton standard de 8 g,5 Each of (ST)Roller de correction Tipp-Ex Exact Liner ecolutions - 6 m x 5 mm,4 Each of (ST)Stylo bille 4 couleurs Papermate Inkjoy Quatro - pointe moyenne,2 Each of (ST)Stylo plume Pilot V Pen Pro - plume moyenne - noir,1 Each of (ST)Crayon de bois Staedtler Noris - HB - boîte de 12,1 Each of (ST)Tapis de souris repose-poignets gel - noir,1 Each of (ST)Repose-poignets mousse antidérapant - noir",175.9,EUR
19714,8000012860,02/07/20,Issued,Sent via Email,false,"1 Each of PRB-224883 MO pour MAJ UNITY PRO par SUDELEC chez GENERAL MILLS LANDES ,1 Each of MARK UP,1 Each of FRAIS AVANCE TRESORERIE,1 Each of PRB-224883 MO pour MAJ UNITY PRO par SUDELEC chez EMMA SOUSTONS",602.08,EUR
21318,8000012859,02/07/20,Issued,Sent via cxml,false,"1 Each of (ST)Sucre en poudre - carton de 500 dosettes,1 Each of (ST)Assortiment de biscuits apéritifs crackers Belin Tradition - boîte de 720 g,5 Each of (ST)Essuie-tout Tork Universel - blanc - 2 rouleaux x 64 feuilles,1 Each of (ST)Thé et infusion Lipton Feel Good Selection - 12 variétés - 180 sachets fraîcheur,1 Each of (ST)Eau Nestlé Pure Life 50 cl - carton de 24 bouteilles,7 Each of (ST)Gobelet en carton et PLA Duni ecoecho 12 cl - simple paroi - paquet de 50,6 Each of (ST)Gobelet en carton et PLA Duni ecoecho - 24 cl - simple paroi  - paquet de 50,6 Each of (ST)Café moulu Miko Diamant Noir - paquet de 1 kg,1 Each of (ST)Spéculoos Lotus - boîte de 300 - 1 kg",216.35,EUR
16378,8000012858,02/07/20,Issued,Sent via cxml,false,"1 Each of Blouse de laboratoire, Mixte, Blanc, taille M, Coton, polyester 3 Réutilisable",24.15,EUR
16676,8000012857,02/07/20,Issued,Transmission Failure,false,"1 Each of Jeu de tarauds et meches HSS cobalt, Taraudage O: M3-M12, Type: Taraud,1 Each of Jeu de forets a metaux Robust Line, Nb de pieces: 19",116.27,EUR
18727,8300012856,02/07/20,Issued,Sent via Email,false,"20 Each of PAPS Request : ASENIUM,19 Each of PAPS Request : ASENIUM,19 Each of PAPS Request : ASENIUM",37700,EUR
18284,8000012855,02/07/20,Issued,Sent via cxml,false,20 Each of (ST)Porte-bloc à pince - A4 - aluminium - argenté,119.8,EUR
15322,8000012854,02/07/20,Issued,Sent via cxml,false,"4 Each of Pied à coulisse 150mm, RS PRO, Numérique, Métrique,1 Each of Etabli Facom, Long. 2000mm x Haut. 850mm x prof. 750mm, charge max. 700kg,1 Each of Etau d'établi, Ouverture de mâchoire max : 100mm,1 Each of Boite à outils One Touch Facom en Plastique, Dimensions 391 x 164 x 222mm,1 Each of Clé Allen en L Facom 2.5mm Métrique Tête sphérique 8 pièces , Bras Long,1 Set of RS PRO Jeu de tournevis Standard Pozidriv, fendu 6 pièces,1 Each of Tournevis Facom, pour vis Fendu pour vis 2,5 mm type ISORYL, 50 mm,1 Each of Massette avec manche Graphite,1 Each of Coupe-tube Legris, diamètre de tube 14mm max, pour Plastique,1 Each of Cliquet 76 Facom, Tube 13 mm, longueur 152 mm,1 Each of Cliquet 76 Facom, Tube 7 mm, longueur 106 mm,1 Each of Cliquet 76 Facom, Tube 8 mm, longueur 114 mm,1 Each of Cliquet hexagonale Facom, Tube 10 mm, longueur 129 mm,1 Each of Clé mixte de 10 mm RS PRO,1 Each of Clé mixte de 13 mm RS PRO,1 Each of Clé mixte de 8 mm RS PRO,1 Each of Clé mixte de 17 mm RS PRO,1 Each of Clé mixte de 7 mm RS PRO,2 Each of Clé mixte de 19 mm RS PRO,1 Each of Clé mixte de 16 mm RS PRO,1 Each of Pince multiprise Standard, 250 mm, Facom 180.CPE,1 Each of Pinces coudées à bec long RS PRO, Longueur hors tout 200 mm, Longueur de mâchoire 67mm,1 Each of Pince à bec long RS PRO, Longueur hors tout 200 mm,1 Each of Pinces coupantes, RS PRO diagonale 180 mm,1 Each of Jeu de 6 chasse-goupilles RS PRO,1 Each of Règlet Facom Métrique 200mm Acier inoxydable,1 Each of Miroir d'inspection flexible Ø 55mm,4 Each of Lampe de poche LED non rechargeable 60 lm",911.24,EUR
